0.010101,0.001642
0.010101,0.000626
0.010101,0.000235
0.010101,0.000938
0.010101,0.001173
0.010101,0.001095
0.010101,0.00086
0.010101,0.001017
0.010101,0.00086
0.010101,0.001955
0.010101,0.002581
0.010101,0.001564
0.010101,0.001486
0.010101,0.001095
0.010101,0.000626
0.010101,0.001408
0.010101,0.00219
0.010101,0.001799
0.010101,0.001877
0.010101,0.001017
0.010101,0.000391
0.010101,0.000156
0.010101,0.000313
0.010101,0.000782
0.010101,0.001329
0.010101,0.001955
0.020202,0.001877
0.010101,0.001799
0.010101,0.001017
0.010101,0.000626
0.010101,0.002737
0.010101,0.003832
0.010101,0.001408
0.010101,0.001017
0.010101,0.001955
0.010101,0.001799
0.010101,0.001329
0.010101,0.001564
0.010101,0.002346
0.010101,0.002111
0.010101,0.002033
0.010101,0.001408
0.010101,0.000704
0.010101,0.000938
0.020202,0.000704
0.010101,0.000235
0.020202,0.001564
0.010101,0.003206
0.010101,0.00477
0.010101,0.00219
0.010101,0.000782
0.010101,0.002111
0.010101,0.00172
0.010101,0.00219
0.010101,0.001329
0.010101,0.001799
0.010101,0.000626
0.010101,0.000235
0.010101,0.000469
0.010101,0.000469
0.010101,0.001486
0.010101,0.001095
0.010101,0.001329
0.010101,0.001173
0.010101,0.001877
0.010101,0.001017
0.010101,0.001251
0.010101,0.001329
0.010101,0.001095
0.010101,0.001408
0.010101,0.001799
0.0,0.001251
0.010101,0.001642
0.010101,0.00172
0.010101,0.001017
0.010101,0.000313
0.0,0.000938
0.010101,0.000313
0.020202,0.00219
0.010101,0.001564
0.010101,0.000938
0.010101,0.000938
0.010101,0.001564
0.0,0.000156
0.0,0.001095
0.010101,0.000782
0.010101,0.000626
0.010101,0.002502
0.0,0.001564
0.010101,0.002111
0.010101,0.002502
0.010101,0.001564
0.010101,0.000547
0.010101,0.000156
0.0,0.000391
0.0,0.001408
0.010101,0.000469
0.010101,0.001799
0.010101,0.001095
0.010101,0.001017
0.010101,0.000391
0.010101,0.001251
0.010101,0.002581
0.010101,0.002346
0.010101,0.001408
0.010101,0.001877
0.010101,0.001408
0.0,0.001095
0.010101,0.002111
0.010101,0.001329
0.010101,0.000938
0.010101,0.000391
0.010101,0.000626
0.010101,0.001329
0.0,0.001408
0.0,0.000469
0.010101,0.000704
0.010101,0.001017
0.010101,0.000626
0.010101,0.000782
0.010101,0.002581
0.0,0.001486
0.010101,0.00172
0.010101,0.000938
0.010101,0.002346
0.010101,0.001173
0.0,0.001251
0.0,0.002424
0.010101,0.000782
0.010101,0.000235
0.010101,0.002581
0.0,0.001017
0.010101,0.003128
0.010101,0.002581
0.010101,0.002893
0.010101,0.001017
0.010101,0.000626
0.0,0.000235
0.0,0.001408
0.0,0.002893
0.010101,0.001564
0.010101,0.002893
0.010101,0.002346
0.010101,0.00172
0.0,0.00172
0.0,0.001173
0.010101,0.00086
0.010101,0.001017
0.010101,0.00172
0.010101,0.000626
0.010101,0.000235
0.010101,0.003284
0.010101,0.002502
0.010101,0.00219
0.010101,0.001486
0.010101,0.001173
0.010101,0.002893
0.010101,0.001095
0.010101,0.001017
0.0,0.000704
0.0,0.001251
0.0,0.001251
0.010101,0.001173
0.010101,0.001486
0.010101,0.001329
0.010101,0.001486
0.010101,0.00086
0.0,0.001251
0.0,0.001095
0.010101,0.001329
0.010101,0.000938
0.010101,0.000782
0.010101,0.00086
0.010101,0.000938
0.010101,0.001095
0.0,0.002815
0.010101,0.001877
0.010101,0.001642
0.010101,0.000626
0.010101,0.000626
0.0,0.000235
0.0,7.8e-05
0.010101,0.0
0.010101,0.000391
0.0,0.000626
0.010101,0.000547
0.0,0.000704
0.0,0.000626
0.0,0.001173
0.010101,0.001095
0.010101,0.001095
0.010101,0.00086
0.010101,0.000704
0.010101,0.000782
0.010101,0.001173
0.010101,0.00219
0.010101,0.002111
0.010101,0.002033
0.010101,0.00172
0.010101,0.00086
0.010101,0.000938
0.0,0.000938
0.0,0.000782
0.0,0.001329
0.010101,0.00172
0.010101,0.001173
0.0,0.001017
0.010101,0.002893
0.010101,0.008133
0.0,0.006569
0.0,0.004848
0.010101,0.00172
0.010101,0.001173
0.010101,0.001017
0.010101,0.000938
0.010101,0.00172
0.010101,0.001955
0.010101,0.001251
0.010101,0.000469
0.010101,0.000782
0.010101,0.003206
0.010101,0.002972
0.010101,0.002346
0.010101,0.001329
0.010101,0.000938
0.010101,0.003128
0.010101,0.001642
0.010101,0.002111
0.010101,0.001642
0.020202,0.001642
0.010101,0.003206
0.010101,0.002815
0.010101,0.001408
0.010101,0.000938
0.010101,0.001017
0.010101,0.001955
0.010101,0.000938
0.0,0.000938
0.010101,0.001251
0.010101,0.001173
0.010101,0.001251
0.010101,0.001329
0.010101,0.001251
0.010101,0.000938
0.010101,0.000704
0.010101,0.000469
0.010101,0.000156
0.010101,0.001564
0.010101,0.001486
0.010101,0.001642
0.010101,0.001017
0.010101,0.000391
0.010101,0.001642
0.010101,0.00086
0.010101,0.001251
0.010101,0.000938
0.010101,0.001564
0.010101,0.000547
0.010101,0.000547
0.010101,0.000469
0.010101,0.000938
0.010101,0.001251
0.010101,0.001486
0.010101,0.001095
0.010101,0.001486
0.010101,0.001173
0.010101,0.000704
0.010101,0.001017
0.010101,0.001329
0.010101,0.001564
0.010101,0.00086
0.010101,0.00086
0.010101,0.001408
0.010101,0.002033
0.010101,0.002346
0.010101,0.001486
0.010101,0.000938
0.010101,0.001329
0.010101,0.002581
0.020202,0.000704
0.010101,0.000782
0.010101,0.000938
0.010101,0.002502
0.010101,0.002111
0.010101,0.001017
0.010101,0.001017
0.010101,0.000704
0.010101,0.001173
0.010101,0.001095
0.010101,0.00172
0.010101,0.00219
0.010101,0.002424
0.010101,0.001642
0.010101,0.001017
0.010101,0.00086
0.010101,0.002972
0.010101,0.002502
0.010101,0.001955
0.010101,0.001877
0.010101,0.001095
0.010101,0.00219
0.010101,0.001251
0.010101,0.001251
0.010101,0.000469
0.010101,0.001877
0.030303,0.002111
0.010101,0.00219
0.010101,0.001095
0.010101,0.001017
0.010101,0.000704
0.010101,0.002502
0.010101,0.003988
0.010101,0.002737
0.010101,0.002033
0.010101,0.001173
0.010101,0.002033
0.010101,0.002815
0.010101,0.003754
0.010101,0.00219
0.020202,0.002581
0.020202,0.002346
0.020202,0.001955
0.020202,0.003988
0.020202,0.00219
0.020202,0.002659
0.020202,0.001251
0.020202,0.002346
0.020202,0.001955
0.020202,0.001564
0.020202,0.001877
0.020202,0.00172
0.030303,0.00391
0.020202,0.00305
0.020202,0.002346
0.020202,0.00305
0.020202,0.00219
0.030303,0.001251
0.010101,0.00172
0.010101,0.001408
0.010101,0.00219
0.010101,0.001017
0.010101,0.000391
0.010101,0.000391
0.010101,0.00086
0.010101,0.002033
0.010101,0.00219
0.030303,0.008602
0.030303,0.004145
0.020202,0.001877
0.010101,0.00172
0.010101,0.001486
0.010101,0.001329
0.010101,0.000938
0.010101,0.002033
0.010101,0.001095
0.010101,0.001486
0.010101,0.00172
0.010101,0.000782
0.010101,0.001564
0.010101,0.00172
0.010101,0.00172
0.010101,0.000626
0.0,0.001173
0.010101,0.001329
0.010101,0.000782
0.010101,0.00172
0.010101,0.000626
0.020202,0.000547
0.040404,0.002893
0.030303,0.002346
0.010101,0.00219
0.010101,0.001877
0.010101,0.002111
0.010101,0.001408
0.010101,0.00219
0.010101,0.00086
0.010101,0.001095
0.010101,0.00172
0.0,0.001017
0.010101,0.000938
0.020202,0.000704
0.030303,0.000704
0.040404,0.002111
0.040404,0.005005
0.030303,0.003597
0.040404,0.003284
0.040404,0.004379
0.040404,0.002737
0.030303,0.005396
0.010101,0.00391
0.010101,0.002502
0.010101,0.001017
0.010101,0.001251
0.010101,0.001486
0.010101,0.001955
0.010101,0.001564
0.010101,0.00086
0.010101,0.002111
0.010101,0.000782
0.010101,0.001408
0.010101,0.001095
0.010101,0.00219
0.010101,0.001877
0.010101,0.001173
0.010101,0.001251
0.020202,0.000469
0.010101,0.000156
0.010101,0.001329
0.010101,0.001486
0.010101,0.001173
0.010101,0.001486
0.010101,0.00172
0.010101,0.001877
0.010101,0.001173
0.020202,0.002737
0.010101,0.002111
0.010101,0.001408
0.010101,0.001017
0.020202,0.001642
0.010101,0.000626
0.010101,0.000782
0.030303,0.001017
0.010101,0.000391
0.010101,0.000156
0.010101,0.003284
0.010101,0.001564
0.010101,0.00172
0.010101,0.001955
0.010101,0.002033
0.010101,0.001642
0.020202,0.001329
0.010101,0.002659
0.010101,0.002346
0.010101,0.001408
0.020202,0.00086
0.010101,0.000313
0.010101,0.002815
0.010101,0.001486
0.010101,0.001642
0.020202,0.001408
0.010101,0.001173
0.010101,0.002346
0.010101,0.003675
0.010101,0.001251
0.010101,0.00219
0.020202,0.004457
0.020202,0.002424
0.020202,0.001642
0.020202,0.002346
0.030303,0.001955
0.020202,0.003675
0.020202,0.001877
0.030303,0.002815
0.030303,0.00219
0.030303,0.008602
0.030303,0.003597
0.030303,0.002346
0.030303,0.002033
0.040404,0.00219
0.030303,0.003988
0.030303,0.003284
0.040404,0.002815
0.040404,0.002659
0.040404,0.004457
0.050505,0.004379
0.040404,0.004457
0.060606,0.003988
0.060606,0.005083
0.060606,0.005083
0.050505,0.003363
0.050505,0.002346
0.050505,0.00305
0.050505,0.003441
0.050505,0.002581
0.040404,0.002737
0.050505,0.003519
0.050505,0.002659
0.050505,0.003284
0.040404,0.003128
0.040404,0.004145
0.050505,0.003988
0.040404,0.003754
0.040404,0.004066
0.040404,0.00305
0.050505,0.005708
0.050505,0.003519
0.040404,0.003128
0.040404,0.004223
0.040404,0.003519
0.040404,0.002659
0.050505,0.002972
0.040404,0.002502
0.050505,0.002972
0.040404,0.002815
0.040404,0.003363
